frame,time,x_position,y_position
1206651,14.894472361809,1.10418885674985,-15.1482587165797
1206650,14.9346733668342,0.28617838192253,-15.7234620398253
1206649,14.9748743718593,-0.589786677953731,-16.2058365974835
1206648,15.0150753768844,-1.54150204433512,-16.5128184558946
1206647,15.0552763819095,-2.47025003189886,-16.8835301708381
1206646,15.0954773869347,-3.21857700213254,-17.5468602135927
1206644,15.1758793969849,-5.07228576618774,-18.2649618696176
1206643,15.21608040201,-6.00726176922388,-18.6196728417436
1206642,15.2562814070352,-6.94440210987203,-18.9686255347119
1206641,15.2964824120603,-7.8336782656916,-19.4259961925932
1206639,15.3768844221106,-9.53396536266253,-20.4789948118693
1206638,15.4170854271357,-10.5172720566822,-20.6609507007436
1206637,15.4572864321608,-11.4851999681372,-20.9121788007372
1206636,15.4974874371859,-12.4851851243031,-20.9176274196293
1206635,15.5376884422111,-13.4768511922352,-21.0464622352352
1206634,15.5778894472362,-14.4706970735791,-21.1572339109281
1206633,15.6180904522613,-15.4601580926252,-21.0124344227098
1206632,15.6582914572864,-16.3356932064351,-20.5292799293168
1206629,15.7788944723618,-17.3713253802028,-17.7249443667719
1206628,15.8190954773869,-17.7078151786287,-16.7832572554896
1206625,15.9396984924623,-18.2756928537553,-13.8601617052661
1206624,15.9798994974874,-18.4292105763125,-12.872015810744
1206622,16.0603015075377,-19.4311573665793,-11.1582206755839
1206621,16.1005025125628,-20.138402424627,-10.4512521983043
1206620,16.1407035175879,-20.4726864463378,-9.50877981524531
1206619,16.1809045226131,-20.5000243494763,-8.50915356556396
1206618,16.2211055276382,-20.4557838820625,-7.51013265434988
1206617,16.2613065326633,-20.4583539489751,-6.51013595697731
1206615,16.3417085427136,-20.0075383042427,-4.56160928887436
1206614,16.3819095477387,-19.6483138870545,-3.62835808041236
1206613,16.4221105527638,-19.3008516321377,-2.69066411039434
1206610,16.5427135678392,-17.7636209854605,-0.115837784149269
1206609,16.5829145728643,-17.1214656730985,0.650736775045892
1206608,16.6231155778894,-16.7036974510579,1.55929041278724
1206607,16.6633165829146,-16.3474535859704,2.49368342891454
1206606,16.7035175879397,-16.0204639432996,3.43871135103432
1206605,16.7437185929648,-15.6796850491874,4.37885482164277
1206604,16.78391959799,-15.1339622808973,5.21682060863514
1206603,16.8241206030151,-14.3949965273477,5.89056359752698
1206602,16.8643216080402,-13.5416055417079,6.41183495260874
1206601,16.9045226130653,-12.794364169396,7.0763876830262
1206600,16.9447236180905,-12.174779984518,7.86131789511457
1206599,16.9849246231156,-11.6476515543192,8.71110352577453
1206597,17.0653266331658,-11.4492225896103,10.6957871814379
1206594,17.1859296482412,-10.6691738403629,13.5579540566415
1206593,17.2261306532663,-10.1787441883771,14.4294348403958
1206592,17.2663316582915,-9.85393691954907,15.3752150675715
1206591,17.3065326633166,-9.25978347419146,16.1795667837813
1206590,17.3467336683417,-8.80649406864145,17.0709301860007
1206589,17.3869346733668,-8.34497428038427,17.9580601004141
1206588,17.427135678392,-8.00468787313673,18.8983819394897
1206586,17.5075376884422,-6.70830233122639,20.4180249750797
1206585,17.5477386934673,-5.87369003105225,20.9688627991242
1206584,17.5879396984925,-4.9090057874741,21.232271816039
1206583,17.6281407035176,-3.91247193611651,21.3154600549819
1206580,17.748743718593,-0.929675263302392,21.5041350282067
1206579,17.7889447236181,0.0680811570278308,21.4371863486841
1206577,17.8693467336683,1.95994879141883,20.8912877469682
1206575,17.9497487437186,3.49344341823184,19.6341333854841
1206573,18.0301507537688,5.17513678620347,18.5516726162536
1206571,18.1105527638191,6.50089435408225,17.0807611520876
1206570,18.1507537688442,7.21707813209849,16.3828494126059
1206569,18.1909547738693,8.09979862632347,15.9129509883957
1206568,18.2311557788945,9.08153357083741,15.7226972138728
1206567,18.2713567839196,10.0113591793774,15.3546967550373
1206566,18.3115577889447,11.0111205078955,15.3765436312376
1206565,18.3517587939699,12.0106230613029,15.4080816358049
1206564,18.391959798995,13.0099606205865,15.3716887435716
1206563,18.4321608040201,13.9862558119716,15.1552454501241
1206562,18.4723618090452,14.963562767606,14.9434174197112
1206560,18.5527638190955,16.7699856378674,14.0932542291915
1206559,18.5929648241206,17.7205411554634,13.7826995512878
1206558,18.6331658291457,18.6983973109541,13.5734214129915
1206557,18.6733668341709,19.5586814579607,13.0636065579615
1206556,18.713567839196,20.3711497092627,12.480601120057
1206555,18.7537688442211,21.1211515131366,11.8191653376972
1206554,18.7939698492462,21.8480103964936,11.1323784976333
1206553,18.8341708542714,22.26740288228,10.2245734839514
1206552,18.8743718592965,22.4460809580805,9.24066589417064
1206551,18.9145728643216,22.6580322761665,8.26338566887105
1206550,18.9547738693467,22.9396492277561,7.30385875805649
1206549,18.9949748743719,22.9407849520571,6.30385940299154
1206548,19.035175879397,22.8364272785314,5.30931957172468
1206547,19.0753768844221,22.2563616852336,4.4947498033978
1206546,19.1155778894472,21.4627641765832,3.88630671299095
1206543,19.2361809045226,18.5310482869144,3.42603060011028
1206542,19.2763819095477,17.5595927157443,3.18880903017475
1206541,19.3165829145729,16.5777957846365,2.99887539421941
1206540,19.356783919598,15.6453178531174,2.63764844723178
1206539,19.3969849246231,14.7282519545884,2.23891277318806
1206537,19.4773869346734,12.755287457439,2.26456876503904
1206536,19.5175879396985,11.7560890517282,2.30460057769936
1206535,19.5577889447236,10.7909665278418,2.04280196447304
1206534,19.5979899497487,9.80510440209724,1.87524341046165
1206533,19.6381909547739,8.81438189360659,1.73934303824
1206532,19.678391959799,7.83739645353051,1.52603703766955
1206531,19.7185929648241,6.85507554920351,1.33883222757594
1206530,19.7587939698492,5.89368923939293,1.06362982331904
1206529,19.7989949748744,4.90530248932433,0.91167051202539
1206528,19.8391959798995,3.92895602651949,0.695458614645789
1206527,19.8793969849246,2.94091231719642,0.541284594567476
1206526,19.9195979899498,1.9468791923617,0.432205968194961
1206524,20.0,0.0,0.0
