games,wr_1,wr_2
183,0.426229508196721,0.366120218579235
195,0.492307692307692,0.405128205128205
21,0.571428571428571,0.476190476190476
116,0.603448275862069,0.637931034482759
129,0.550387596899225,0.612403100775194
198,0.51010101010101,0.46969696969697
18,0.222222222222222,0.333333333333333
138,0.456521739130435,0.434782608695652
173,0.364161849710983,0.416184971098266
4,0.25,0.25
112,0.669642857142857,0.678571428571429
43,0.558139534883721,0.534883720930233
83,0.590361445783133,0.55421686746988
97,0.43298969072165,0.381443298969072
45,0.533333333333333,0.644444444444444
3,0.0,0.333333333333333
19,0.473684210526316,0.473684210526316
61,0.295081967213115,0.278688524590164
149,0.355704697986577,0.315436241610738
44,0.545454545454545,0.409090909090909
25,0.84,0.76
118,0.457627118644068,0.322033898305085
170,0.605882352941176,0.547058823529412
36,0.388888888888889,0.555555555555556
28,0.607142857142857,0.75
49,0.63265306122449,0.591836734693878
62,0.451612903225806,0.403225806451613
20,0.4,0.45
116,0.689655172413793,0.672413793103448
64,0.484375,0.46875
36,0.5,0.305555555555556
113,0.513274336283186,0.460176991150442
189,0.365079365079365,0.338624338624339
190,0.478947368421053,0.631578947368421
124,0.435483870967742,0.411290322580645
146,0.280821917808219,0.308219178082192
188,0.659574468085106,0.680851063829787
148,0.331081081081081,0.277027027027027
132,0.257575757575758,0.287878787878788
133,0.413533834586466,0.421052631578947
55,0.309090909090909,0.381818181818182
105,0.380952380952381,0.523809523809524
53,0.641509433962264,0.773584905660377
189,0.587301587301587,0.603174603174603
41,0.195121951219512,0.219512195121951
16,0.8125,0.375
24,0.666666666666667,0.583333333333333
134,0.604477611940298,0.634328358208955
148,0.317567567567568,0.425675675675676
137,0.576642335766423,0.642335766423358
24,0.5,0.75
102,0.715686274509804,0.686274509803922
156,0.551282051282051,0.564102564102564
38,0.552631578947368,0.552631578947368
87,0.551724137931034,0.574712643678161
28,0.642857142857143,0.642857142857143
71,0.605633802816901,0.661971830985915
111,0.387387387387387,0.459459459459459
62,0.387096774193548,0.387096774193548
41,0.536585365853659,0.560975609756098
30,0.466666666666667,0.433333333333333
160,0.65625,0.64375
30,0.766666666666667,0.733333333333333
186,0.483870967741935,0.489247311827957
187,0.641711229946524,0.754010695187166
139,0.316546762589928,0.330935251798561
136,0.595588235294118,0.551470588235294
36,0.361111111111111,0.5
32,0.59375,0.6875
129,0.558139534883721,0.542635658914729
122,0.409836065573771,0.524590163934426
82,0.5,0.609756097560976
24,0.333333333333333,0.458333333333333
165,0.678787878787879,0.660606060606061
111,0.423423423423423,0.378378378378378
121,0.578512396694215,0.578512396694215
198,0.601010101010101,0.590909090909091
147,0.578231292517007,0.598639455782313
132,0.492424242424242,0.507575757575758
61,0.60655737704918,0.590163934426229
38,0.236842105263158,0.289473684210526
156,0.634615384615385,0.608974358974359
183,0.699453551912568,0.672131147540984
155,0.509677419354839,0.503225806451613
126,0.865079365079365,0.857142857142857
121,0.289256198347107,0.247933884297521
153,0.61437908496732,0.65359477124183
88,0.431818181818182,0.397727272727273
9,0.777777777777778,0.777777777777778
74,0.554054054054054,0.554054054054054
166,0.578313253012048,0.608433734939759
141,0.716312056737589,0.673758865248227
131,0.519083969465649,0.396946564885496
112,0.491071428571429,0.473214285714286
102,0.42156862745098,0.382352941176471
194,0.474226804123711,0.510309278350515
199,0.366834170854271,0.331658291457286
20,0.65,0.75
59,0.220338983050847,0.288135593220339
138,0.528985507246377,0.550724637681159
105,0.580952380952381,0.542857142857143
91,0.340659340659341,0.351648351648352
70,0.614285714285714,0.6
140,0.3,0.285714285714286
172,0.47093023255814,0.459302325581395
11,0.727272727272727,0.545454545454545
184,0.635869565217391,0.597826086956522
149,0.577181208053691,0.51006711409396
52,0.557692307692308,0.5
23,0.347826086956522,0.521739130434783
80,0.4625,0.4875
4,0.75,0.75
86,0.546511627906977,0.476744186046512
185,0.513513513513513,0.443243243243243
82,0.560975609756098,0.682926829268293
120,0.533333333333333,0.675
125,0.392,0.344
15,0.666666666666667,0.666666666666667
173,0.526011560693642,0.543352601156069
65,0.676923076923077,0.584615384615385
43,0.511627906976744,0.441860465116279
113,0.566371681415929,0.460176991150442
6,0.666666666666667,0.166666666666667
197,0.563451776649746,0.629441624365482
178,0.466292134831461,0.48876404494382
160,0.43125,0.4
29,0.344827586206897,0.551724137931034
23,0.478260869565217,0.695652173913043
142,0.443661971830986,0.457746478873239
148,0.493243243243243,0.513513513513513
8,0.875,0.625
138,0.376811594202899,0.391304347826087
125,0.616,0.608
10,0.5,0.7
115,0.591304347826087,0.617391304347826
159,0.30188679245283,0.226415094339623
129,0.348837209302326,0.325581395348837
140,0.271428571428571,0.328571428571429
38,0.5,0.5
6,0.833333333333333,0.666666666666667
186,0.32258064516129,0.419354838709677
156,0.455128205128205,0.41025641025641
63,0.444444444444444,0.555555555555556
139,0.410071942446043,0.532374100719424
100,0.61,0.57
50,0.42,0.4
141,0.695035460992908,0.595744680851064
86,0.534883720930233,0.453488372093023
32,0.53125,0.4375
83,0.686746987951807,0.698795180722892
72,0.375,0.333333333333333
156,0.384615384615385,0.358974358974359
13,0.230769230769231,0.307692307692308
175,0.702857142857143,0.748571428571429
56,0.535714285714286,0.464285714285714
74,0.243243243243243,0.297297297297297
118,0.305084745762712,0.296610169491525
53,0.509433962264151,0.584905660377358
112,0.553571428571429,0.482142857142857
157,0.528662420382166,0.522292993630573
92,0.423913043478261,0.434782608695652
185,0.556756756756757,0.637837837837838
143,0.510489510489511,0.594405594405594
172,0.47093023255814,0.465116279069767
88,0.420454545454545,0.511363636363636
67,0.626865671641791,0.73134328358209
141,0.375886524822695,0.411347517730496
93,0.354838709677419,0.365591397849462
198,0.494949494949495,0.5
132,0.462121212121212,0.431818181818182
34,0.529411764705882,0.588235294117647
188,0.526595744680851,0.574468085106383
173,0.653179190751445,0.641618497109827
94,0.414893617021277,0.436170212765957
67,0.402985074626866,0.402985074626866
162,0.54320987654321,0.475308641975309
80,0.5375,0.475
9,0.555555555555556,0.555555555555556
57,0.456140350877193,0.491228070175439
152,0.506578947368421,0.480263157894737
36,0.472222222222222,0.5
109,0.504587155963303,0.431192660550459
51,0.392156862745098,0.372549019607843
15,0.466666666666667,0.266666666666667
176,0.505681818181818,0.465909090909091
20,0.55,0.6
137,0.598540145985402,0.598540145985402
161,0.422360248447205,0.434782608695652
78,0.846153846153846,0.807692307692308
180,0.388888888888889,0.3
177,0.587570621468927,0.610169491525424
178,0.359550561797753,0.280898876404494
167,0.437125748502994,0.401197604790419
103,0.563106796116505,0.514563106796116
10,0.4,0.2
172,0.47093023255814,0.511627906976744
151,0.56953642384106,0.635761589403974
159,0.433962264150943,0.421383647798742
34,0.735294117647059,0.470588235294118
18,0.5,0.555555555555556
187,0.636363636363636,0.67379679144385
148,0.405405405405405,0.445945945945946
16,0.6875,0.8125
41,0.341463414634146,0.341463414634146
77,0.675324675324675,0.701298701298701
196,0.387755102040816,0.336734693877551
49,0.755102040816326,0.775510204081633
63,0.317460317460317,0.428571428571429
113,0.575221238938053,0.52212389380531
164,0.426829268292683,0.49390243902439
103,0.650485436893204,0.572815533980582
2,0.5,0.0
91,0.406593406593407,0.43956043956044
122,0.491803278688525,0.459016393442623
132,0.651515151515151,0.734848484848485
59,0.355932203389831,0.355932203389831
156,0.685897435897436,0.58974358974359
181,0.596685082872928,0.519337016574586
107,0.457943925233645,0.439252336448598
57,0.526315789473684,0.43859649122807
5,0.4,0.4
168,0.56547619047619,0.488095238095238
148,0.493243243243243,0.432432432432432
196,0.443877551020408,0.433673469387755
126,0.277777777777778,0.285714285714286
107,0.598130841121495,0.514018691588785
133,0.488721804511278,0.496240601503759
74,0.72972972972973,0.851351351351351
169,0.544378698224852,0.50887573964497
147,0.537414965986395,0.551020408163265
116,0.775862068965517,0.698275862068966
96,0.40625,0.34375
24,0.75,0.708333333333333
198,0.55050505050505,0.55050505050505
43,0.511627906976744,0.418604651162791
88,0.340909090909091,0.397727272727273
59,0.559322033898305,0.508474576271186
121,0.338842975206612,0.322314049586777
118,0.432203389830508,0.440677966101695
21,0.476190476190476,0.523809523809524
77,0.519480519480519,0.61038961038961
137,0.518248175182482,0.583941605839416
59,0.305084745762712,0.389830508474576
199,0.542713567839196,0.507537688442211
161,0.559006211180124,0.639751552795031
169,0.431952662721893,0.420118343195266
120,0.516666666666667,0.341666666666667
35,0.657142857142857,0.571428571428571
22,0.727272727272727,0.636363636363636
160,0.33125,0.2875
11,0.545454545454545,0.0
33,0.303030303030303,0.363636363636364
40,0.35,0.575
28,0.571428571428571,0.5
110,0.518181818181818,0.518181818181818
51,0.313725490196078,0.372549019607843
19,0.368421052631579,0.473684210526316
165,0.36969696969697,0.387878787878788
103,0.495145631067961,0.456310679611651
37,0.756756756756757,0.594594594594595
185,0.491891891891892,0.540540540540541
126,0.404761904761905,0.357142857142857
132,0.659090909090909,0.484848484848485
101,0.445544554455446,0.485148514851485
83,0.542168674698795,0.590361445783133
132,0.46969696969697,0.340909090909091
67,0.73134328358209,0.716417910447761
148,0.52027027027027,0.560810810810811
24,0.666666666666667,0.583333333333333
10,0.2,0.6
148,0.412162162162162,0.466216216216216
157,0.598726114649682,0.67515923566879
127,0.417322834645669,0.401574803149606
87,0.379310344827586,0.390804597701149
44,0.340909090909091,0.363636363636364
47,0.553191489361702,0.574468085106383
100,0.36,0.49
90,0.555555555555556,0.555555555555556
72,0.416666666666667,0.361111111111111
70,0.414285714285714,0.457142857142857
20,0.8,0.55
60,0.65,0.633333333333333
89,0.49438202247191,0.426966292134831
9,0.777777777777778,0.888888888888889
64,0.5,0.578125
99,0.545454545454545,0.434343434343434
54,0.444444444444444,0.462962962962963
96,0.520833333333333,0.489583333333333
1,1.0,1.0
102,0.411764705882353,0.441176470588235
93,0.516129032258065,0.43010752688172
106,0.547169811320755,0.518867924528302
44,0.545454545454545,0.477272727272727
81,0.45679012345679,0.716049382716049
114,0.675438596491228,0.728070175438597
107,0.626168224299065,0.514018691588785
12,0.916666666666667,0.75
137,0.467153284671533,0.532846715328467
91,0.604395604395604,0.67032967032967
160,0.40625,0.4
78,0.346153846153846,0.423076923076923
14,0.0714285714285714,0.142857142857143
157,0.471337579617834,0.45859872611465
154,0.623376623376623,0.655844155844156
23,0.260869565217391,0.217391304347826
157,0.503184713375796,0.477707006369427
20,0.5,0.8
152,0.414473684210526,0.440789473684211
102,0.549019607843137,0.529411764705882
105,0.219047619047619,0.247619047619048
139,0.568345323741007,0.553956834532374
16,0.375,0.1875
115,0.678260869565217,0.608695652173913
62,0.564516129032258,0.661290322580645
162,0.555555555555556,0.592592592592593
33,0.606060606060606,0.484848484848485
43,0.465116279069767,0.488372093023256
142,0.528169014084507,0.577464788732394
67,0.626865671641791,0.522388059701492
191,0.591623036649215,0.602094240837696
105,0.580952380952381,0.561904761904762
136,0.647058823529412,0.691176470588235
92,0.554347826086957,0.41304347826087
89,0.719101123595506,0.606741573033708
59,0.745762711864407,0.576271186440678
12,0.25,0.666666666666667
151,0.629139072847682,0.675496688741722
84,0.428571428571429,0.416666666666667
127,0.574803149606299,0.440944881889764
196,0.346938775510204,0.372448979591837
41,0.51219512195122,0.463414634146341
34,0.470588235294118,0.5
78,0.358974358974359,0.320512820512821
175,0.634285714285714,0.571428571428571
101,0.524752475247525,0.534653465346535
132,0.431818181818182,0.462121212121212
35,0.457142857142857,0.257142857142857
19,0.631578947368421,0.473684210526316
71,0.52112676056338,0.661971830985915
180,0.444444444444444,0.477777777777778
91,0.516483516483517,0.582417582417582
77,0.402597402597403,0.428571428571429
199,0.321608040201005,0.331658291457286
139,0.575539568345324,0.517985611510791
150,0.546666666666667,0.493333333333333
149,0.570469798657718,0.516778523489933
103,0.601941747572815,0.621359223300971
105,0.619047619047619,0.561904761904762
51,0.588235294117647,0.450980392156863
194,0.628865979381443,0.639175257731959
132,0.598484848484849,0.643939393939394
34,0.441176470588235,0.323529411764706
87,0.655172413793103,0.71264367816092
31,0.387096774193548,0.387096774193548
110,0.718181818181818,0.718181818181818
57,0.543859649122807,0.473684210526316
118,0.338983050847458,0.26271186440678
58,0.224137931034483,0.5
136,0.602941176470588,0.522058823529412
187,0.39572192513369,0.363636363636364
158,0.474683544303797,0.443037974683544
12,0.75,0.583333333333333
36,0.527777777777778,0.638888888888889
70,0.342857142857143,0.371428571428571
84,0.666666666666667,0.571428571428571
93,0.548387096774194,0.526881720430108
103,0.563106796116505,0.446601941747573
182,0.648351648351648,0.565934065934066
176,0.477272727272727,0.426136363636364
82,0.451219512195122,0.463414634146341
158,0.468354430379747,0.455696202531646
162,0.395061728395062,0.462962962962963
193,0.435233160621762,0.373056994818653
36,0.388888888888889,0.472222222222222
52,0.346153846153846,0.269230769230769
171,0.713450292397661,0.666666666666667
199,0.648241206030151,0.703517587939699
196,0.443877551020408,0.362244897959184
39,0.41025641025641,0.487179487179487
89,0.606741573033708,0.696629213483146
6,0.833333333333333,0.333333333333333
177,0.418079096045198,0.372881355932203
147,0.489795918367347,0.462585034013605
99,0.545454545454545,0.676767676767677
2,0.0,0.0
10,0.7,0.7
142,0.732394366197183,0.71830985915493
189,0.407407407407407,0.470899470899471
106,0.311320754716981,0.349056603773585
141,0.439716312056738,0.460992907801418
200,0.515,0.46
71,0.464788732394366,0.450704225352113
116,0.353448275862069,0.318965517241379
172,0.494186046511628,0.412790697674419
93,0.612903225806452,0.516129032258065
179,0.826815642458101,0.815642458100559
115,0.547826086956522,0.617391304347826
73,0.657534246575342,0.684931506849315
116,0.517241379310345,0.577586206896552
51,0.431372549019608,0.372549019607843
116,0.21551724137931,0.28448275862069
124,0.532258064516129,0.604838709677419
187,0.609625668449198,0.572192513368984
2,0.5,0.5
183,0.491803278688525,0.469945355191257
140,0.535714285714286,0.592857142857143
21,0.619047619047619,0.619047619047619
98,0.551020408163265,0.530612244897959
56,0.5,0.517857142857143
87,0.528735632183908,0.517241379310345
51,0.509803921568627,0.509803921568627
126,0.587301587301587,0.579365079365079
23,0.565217391304348,0.347826086956522
141,0.560283687943262,0.446808510638298
144,0.479166666666667,0.472222222222222
168,0.476190476190476,0.458333333333333
134,0.544776119402985,0.634328358208955
182,0.549450549450549,0.543956043956044
163,0.441717791411043,0.398773006134969
103,0.553398058252427,0.475728155339806
142,0.542253521126761,0.464788732394366
107,0.439252336448598,0.345794392523364
96,0.65625,0.666666666666667
31,0.354838709677419,0.32258064516129
194,0.484536082474227,0.536082474226804
10,0.3,0.5
16,0.4375,0.4375
3,0.0,0.333333333333333
48,0.4375,0.4375
97,0.56701030927835,0.463917525773196
135,0.548148148148148,0.540740740740741
75,0.373333333333333,0.373333333333333
47,0.340425531914894,0.404255319148936
9,0.333333333333333,0.333333333333333
52,0.538461538461538,0.365384615384615
133,0.684210526315789,0.62406015037594
157,0.605095541401274,0.592356687898089
149,0.550335570469799,0.583892617449664
120,0.741666666666667,0.583333333333333
35,0.571428571428571,0.6
60,0.633333333333333,0.733333333333333
72,0.583333333333333,0.388888888888889
82,0.463414634146341,0.560975609756098
82,0.5,0.560975609756098
51,0.254901960784314,0.333333333333333
5,0.4,0.0
70,0.485714285714286,0.514285714285714
23,0.521739130434783,0.521739130434783
194,0.355670103092784,0.298969072164948
70,0.542857142857143,0.442857142857143
82,0.390243902439024,0.439024390243902
16,0.375,0.625
66,0.606060606060606,0.606060606060606
58,0.5,0.241379310344828
48,0.5625,0.5625
6,0.5,0.333333333333333
121,0.603305785123967,0.578512396694215
102,0.382352941176471,0.362745098039216
164,0.371951219512195,0.384146341463415
12,0.5,0.5
149,0.402684563758389,0.469798657718121
135,0.496296296296296,0.496296296296296
111,0.567567567567568,0.567567567567568
146,0.541095890410959,0.575342465753425
8,0.75,0.5
20,0.5,0.45
122,0.60655737704918,0.581967213114754
116,0.310344827586207,0.275862068965517
14,0.142857142857143,0.357142857142857
101,0.465346534653465,0.455445544554455
132,0.522727272727273,0.515151515151515
110,0.554545454545455,0.409090909090909
4,0.5,0.25
131,0.450381679389313,0.442748091603053
91,0.615384615384615,0.527472527472527
48,0.4375,0.4375
174,0.442528735632184,0.431034482758621
5,0.4,0.0
123,0.447154471544715,0.439024390243902
113,0.646017699115044,0.654867256637168
3,0.666666666666667,0.333333333333333
106,0.547169811320755,0.641509433962264
33,0.363636363636364,0.575757575757576
193,0.61139896373057,0.694300518134715
19,0.842105263157895,0.473684210526316
109,0.678899082568807,0.660550458715596
21,0.571428571428571,0.666666666666667
172,0.558139534883721,0.494186046511628
29,0.310344827586207,0.241379310344828
51,0.705882352941177,0.627450980392157
47,0.212765957446809,0.234042553191489
197,0.517766497461929,0.532994923857868
101,0.544554455445545,0.603960396039604
197,0.522842639593909,0.482233502538071
84,0.5,0.511904761904762
2,0.5,1.0
87,0.35632183908046,0.275862068965517
78,0.448717948717949,0.5
189,0.407407407407407,0.417989417989418
23,0.739130434782609,0.739130434782609
174,0.71264367816092,0.71264367816092
125,0.464,0.496
21,0.523809523809524,0.571428571428571
186,0.510752688172043,0.5
101,0.405940594059406,0.366336633663366
102,0.196078431372549,0.284313725490196
176,0.261363636363636,0.267045454545455
186,0.645161290322581,0.580645161290323
129,0.496124031007752,0.503875968992248
4,0.75,0.5
65,0.323076923076923,0.461538461538462
58,0.586206896551724,0.482758620689655
9,0.666666666666667,0.111111111111111
189,0.507936507936508,0.44973544973545
12,0.75,0.5
141,0.446808510638298,0.446808510638298
175,0.514285714285714,0.56
94,0.585106382978723,0.563829787234043
114,0.631578947368421,0.666666666666667
137,0.313868613138686,0.306569343065693
179,0.675977653631285,0.603351955307263
19,0.263157894736842,0.421052631578947
184,0.451086956521739,0.472826086956522
15,0.4,0.4
111,0.657657657657658,0.585585585585586
39,0.384615384615385,0.282051282051282
25,0.36,0.52
79,0.481012658227848,0.481012658227848
183,0.573770491803279,0.551912568306011
55,0.636363636363636,0.509090909090909
192,0.416666666666667,0.380208333333333
57,0.491228070175439,0.508771929824561
83,0.686746987951807,0.493975903614458
10,0.6,0.7
14,0.857142857142857,0.714285714285714
191,0.633507853403141,0.628272251308901
196,0.464285714285714,0.479591836734694
71,0.295774647887324,0.309859154929577
5,0.8,0.6
24,0.625,0.666666666666667
56,0.375,0.428571428571429
192,0.578125,0.510416666666667
30,0.533333333333333,0.5
167,0.640718562874252,0.634730538922156
164,0.396341463414634,0.384146341463415
138,0.442028985507246,0.543478260869565
119,0.722689075630252,0.705882352941177
154,0.532467532467532,0.538961038961039
76,0.434210526315789,0.513157894736842
190,0.389473684210526,0.336842105263158
120,0.416666666666667,0.391666666666667
100,0.43,0.4
114,0.473684210526316,0.605263157894737
4,0.0,0.5
53,0.490566037735849,0.339622641509434
93,0.376344086021505,0.462365591397849
177,0.514124293785311,0.519774011299435
19,0.684210526315789,0.684210526315789
186,0.440860215053763,0.440860215053763
137,0.518248175182482,0.525547445255474
49,0.408163265306122,0.530612244897959
169,0.372781065088757,0.390532544378698
1,1.0,1.0
15,0.466666666666667,0.533333333333333
158,0.594936708860759,0.620253164556962
56,0.392857142857143,0.357142857142857
114,0.526315789473684,0.535087719298246
160,0.35,0.25625
182,0.39010989010989,0.406593406593407
106,0.783018867924528,0.632075471698113
183,0.710382513661202,0.699453551912568
62,0.67741935483871,0.661290322580645
157,0.528662420382166,0.554140127388535
190,0.289473684210526,0.326315789473684
118,0.288135593220339,0.406779661016949
70,0.514285714285714,0.471428571428571
152,0.546052631578947,0.519736842105263
106,0.537735849056604,0.528301886792453
3,1.0,0.0
140,0.385714285714286,0.378571428571429
147,0.27891156462585,0.360544217687075
33,0.272727272727273,0.424242424242424
194,0.489690721649485,0.463917525773196
112,0.285714285714286,0.267857142857143
159,0.245283018867925,0.245283018867925
76,0.25,0.263157894736842
27,0.703703703703704,0.62962962962963
131,0.595419847328244,0.595419847328244
7,0.285714285714286,0.714285714285714
168,0.607142857142857,0.630952380952381
183,0.710382513661202,0.699453551912568
27,0.62962962962963,0.518518518518518
198,0.686868686868687,0.696969696969697
123,0.552845528455285,0.634146341463415
143,0.412587412587413,0.440559440559441
148,0.466216216216216,0.418918918918919
29,0.517241379310345,0.620689655172414
6,0.5,0.833333333333333
70,0.485714285714286,0.628571428571429
